None,symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
2039,EUR/CAD,2017-10-26,16,1.50011,1.50114,1.49919,1.50005,1.50016,1.50122,1.49929,1.50014,13209
2040,EUR/CAD,2017-10-26,17,1.50005,1.50083,1.49825,1.49905,1.50014,1.50088,1.49833,1.49914,17398
2041,EUR/CAD,2017-10-26,18,1.49905,1.49922,1.4975,1.49808,1.49914,1.49931,1.49755,1.49818,10815
2042,EUR/CAD,2017-10-26,19,1.49808,1.49828,1.4964,1.49716,1.49818,1.49833,1.49646,1.49722,10372
2043,EUR/CAD,2017-10-26,20,1.49716,1.49759,1.49627,1.49648,1.49722,1.49769,1.49671,1.49686,5686
2044,EUR/CAD,2017-10-26,21,1.49648,1.49771,1.49632,1.49733,1.49686,1.49799,1.49678,1.49759,4184
2045,EUR/CAD,2017-10-26,22,1.49733,1.49777,1.49636,1.49676,1.49759,1.49794,1.49648,1.49689,1832
2046,EUR/CAD,2017-10-26,23,1.49676,1.49676,1.49504,1.4954,1.49689,1.49689,1.49515,1.49553,2524
2047,EUR/CAD,2017-10-27,0,1.4954,1.49612,1.49497,1.49545,1.49553,1.49617,1.49508,1.49556,2836
2048,EUR/CAD,2017-10-27,1,1.49545,1.49691,1.495,1.49678,1.49556,1.49701,1.49509,1.49689,3365
2049,EUR/CAD,2017-10-27,2,1.49678,1.49772,1.4964,1.49668,1.49689,1.49783,1.4965,1.49682,2399
2050,EUR/CAD,2017-10-27,3,1.49668,1.49751,1.49665,1.49737,1.49682,1.49765,1.49673,1.4975,4220
2051,EUR/CAD,2017-10-27,4,1.49737,1.49741,1.49696,1.49736,1.4975,1.49753,1.49703,1.49749,1761
2052,EUR/CAD,2017-10-27,5,1.49736,1.49849,1.49702,1.49834,1.49749,1.4986,1.49714,1.49844,4125
2053,EUR/CAD,2017-10-27,6,1.49834,1.49902,1.49686,1.49737,1.49844,1.4991,1.49692,1.49747,10445
2054,EUR/CAD,2017-10-27,7,1.49737,1.4987,1.49654,1.49858,1.49747,1.49878,1.49663,1.49869,12650
2055,EUR/CAD,2017-10-27,8,1.49858,1.49962,1.49629,1.49657,1.49869,1.4997,1.49639,1.49666,12093
2056,EUR/CAD,2017-10-27,9,1.49657,1.49721,1.49606,1.49719,1.49666,1.49729,1.49616,1.49729,9120
2057,EUR/CAD,2017-10-27,10,1.49719,1.49848,1.49706,1.49722,1.49729,1.49857,1.49716,1.4973,11363
2058,EUR/CAD,2017-10-27,11,1.49722,1.49734,1.49477,1.49526,1.4973,1.49743,1.49484,1.49535,17159
2059,EUR/CAD,2017-10-27,12,1.49526,1.49705,1.49481,1.49624,1.49535,1.49712,1.49483,1.49633,25106
2060,EUR/CAD,2017-10-27,13,1.49624,1.49797,1.49444,1.49452,1.49633,1.49806,1.49461,1.49488,23353
2061,EUR/CAD,2017-10-27,14,1.49452,1.4976,1.49239,1.49258,1.49488,1.49785,1.49248,1.49265,33195
2062,EUR/CAD,2017-10-27,15,1.49258,1.49363,1.4898,1.49068,1.49265,1.4937,1.4899,1.49074,21741
2063,EUR/CAD,2017-10-27,16,1.49068,1.49203,1.49015,1.49195,1.49074,1.49212,1.49019,1.49203,9588
2064,EUR/CAD,2017-10-27,17,1.49195,1.49225,1.48996,1.49003,1.49203,1.49231,1.49,1.49013,7023
2065,EUR/CAD,2017-10-27,18,1.49003,1.4914,1.48983,1.49023,1.49013,1.4915,1.48987,1.49029,7764
2066,EUR/CAD,2017-10-27,19,1.49023,1.49054,1.48765,1.48786,1.49029,1.4906,1.48773,1.48796,7055
2067,EUR/CAD,2017-10-27,20,1.48786,1.48884,1.48623,1.48637,1.48796,1.489,1.48713,1.4879,4701
2068,EUR/CAD,2017-10-29,19,1.48637,1.48849,1.48637,1.48785,1.4879,1.48969,1.4879,1.48848,65
2069,EUR/CAD,2017-10-29,20,1.48785,1.48814,1.48717,1.48769,1.48848,1.48953,1.48839,1.48916,126
2070,EUR/CAD,2017-10-29,21,1.48769,1.48894,1.48739,1.48748,1.48916,1.48962,1.48831,1.48849,1094
2071,EUR/CAD,2017-10-29,22,1.48748,1.48857,1.48697,1.48783,1.48849,1.48894,1.48726,1.48808,2707
2072,EUR/CAD,2017-10-29,23,1.48783,1.48936,1.48766,1.489,1.48808,1.48955,1.48789,1.48913,2797
2073,EUR/CAD,2017-10-30,0,1.489,1.48921,1.48789,1.48842,1.48913,1.48927,1.488,1.48852,4730
2074,EUR/CAD,2017-10-30,1,1.48842,1.48919,1.48798,1.48892,1.48852,1.48929,1.48807,1.48904,4750
2075,EUR/CAD,2017-10-30,2,1.48892,1.48944,1.48861,1.48905,1.48904,1.48956,1.48873,1.48915,3037
2076,EUR/CAD,2017-10-30,3,1.48905,1.4895,1.48885,1.48948,1.48915,1.48962,1.48894,1.48961,2615
2077,EUR/CAD,2017-10-30,4,1.48948,1.48982,1.48934,1.48982,1.48961,1.48992,1.48943,1.48989,1779
2078,EUR/CAD,2017-10-30,5,1.48982,1.48984,1.4893,1.48962,1.48989,1.48996,1.48937,1.48972,1935
2079,EUR/CAD,2017-10-30,6,1.48962,1.49022,1.48957,1.49013,1.48972,1.4903,1.48965,1.49024,2392
2080,EUR/CAD,2017-10-30,7,1.49013,1.49122,1.48872,1.49034,1.49024,1.49129,1.48881,1.49043,10319
2081,EUR/CAD,2017-10-30,8,1.49034,1.49283,1.49027,1.49125,1.49043,1.4929,1.49037,1.49134,12485
2082,EUR/CAD,2017-10-30,9,1.49125,1.49322,1.49087,1.49317,1.49134,1.49331,1.49094,1.49331,7754
2083,EUR/CAD,2017-10-30,10,1.49317,1.49346,1.49202,1.49257,1.49331,1.49356,1.49208,1.49264,9786
2084,EUR/CAD,2017-10-30,11,1.49257,1.49372,1.49182,1.49277,1.49264,1.49379,1.49189,1.49287,10955
2085,EUR/CAD,2017-10-30,12,1.49277,1.49337,1.49086,1.49141,1.49287,1.49345,1.49093,1.49149,14595
2086,EUR/CAD,2017-10-30,13,1.49141,1.49197,1.48976,1.49169,1.49149,1.49206,1.48981,1.49177,17526
2087,EUR/CAD,2017-10-30,14,1.49169,1.4928,1.49103,1.49273,1.49177,1.4928,1.4911,1.49279,14048
2088,EUR/CAD,2017-10-30,15,1.49273,1.49509,1.49195,1.49212,1.49279,1.49516,1.492,1.49221,20410
2089,EUR/CAD,2017-10-30,16,1.49212,1.49348,1.49091,1.49273,1.49221,1.49357,1.491,1.49282,15050
2090,EUR/CAD,2017-10-30,17,1.49273,1.49304,1.49195,1.49288,1.49282,1.49311,1.49203,1.49296,7132
2091,EUR/CAD,2017-10-30,18,1.49288,1.49393,1.49231,1.49373,1.49296,1.49399,1.49241,1.49382,9319
2092,EUR/CAD,2017-10-30,19,1.49373,1.4948,1.49358,1.49439,1.49382,1.49487,1.49364,1.49445,7254
2093,EUR/CAD,2017-10-30,20,1.49439,1.4953,1.49405,1.495,1.49445,1.49543,1.49411,1.49519,4325
2094,EUR/CAD,2017-10-30,21,1.495,1.49538,1.49409,1.49434,1.49519,1.49597,1.4944,1.49464,6932
2095,EUR/CAD,2017-10-30,22,1.49434,1.49443,1.49349,1.49409,1.49464,1.49464,1.49372,1.49423,1983
2096,EUR/CAD,2017-10-30,23,1.49409,1.49459,1.49389,1.49436,1.49423,1.49468,1.494,1.49447,2114
2097,EUR/CAD,2017-10-31,0,1.49436,1.49512,1.49375,1.49501,1.49447,1.49523,1.49387,1.49512,3620
2098,EUR/CAD,2017-10-31,1,1.49501,1.49511,1.49376,1.49379,1.49512,1.49524,1.49382,1.4939,3242
2099,EUR/CAD,2017-10-31,2,1.49379,1.49427,1.49357,1.49405,1.4939,1.49439,1.49368,1.49417,2462
2100,EUR/CAD,2017-10-31,3,1.49405,1.49443,1.49379,1.49405,1.49417,1.49452,1.49392,1.49417,2144
2101,EUR/CAD,2017-10-31,4,1.49405,1.49406,1.49291,1.49305,1.49417,1.49417,1.49304,1.49316,2182
2102,EUR/CAD,2017-10-31,5,1.49305,1.49354,1.49283,1.49298,1.49316,1.49366,1.49291,1.49311,3382
2103,EUR/CAD,2017-10-31,6,1.49298,1.49397,1.49293,1.49324,1.49311,1.49408,1.49302,1.49334,4900
2104,EUR/CAD,2017-10-31,7,1.49324,1.49416,1.4922,1.49413,1.49334,1.49424,1.49228,1.49423,8938
2105,EUR/CAD,2017-10-31,8,1.49413,1.49523,1.49337,1.49506,1.49423,1.49533,1.49346,1.49516,9777
2106,EUR/CAD,2017-10-31,9,1.49506,1.49508,1.49381,1.49422,1.49516,1.49517,1.49388,1.49433,7276
2107,EUR/CAD,2017-10-31,10,1.49422,1.49504,1.49309,1.49471,1.49433,1.49511,1.49316,1.49478,9103
2108,EUR/CAD,2017-10-31,11,1.49471,1.49576,1.49406,1.49529,1.49478,1.49581,1.49414,1.49531,10348
2109,EUR/CAD,2017-10-31,12,1.49529,1.50221,1.49362,1.50066,1.49531,1.50227,1.49439,1.50077,18177
2110,EUR/CAD,2017-10-31,13,1.50066,1.50115,1.4998,1.50043,1.50077,1.50123,1.49986,1.5006,14213
2111,EUR/CAD,2017-10-31,14,1.50043,1.50141,1.49919,1.49948,1.5006,1.50147,1.49925,1.49955,14786
2112,EUR/CAD,2017-10-31,15,1.49948,1.50294,1.49893,1.50205,1.49955,1.50303,1.49897,1.50214,20578
2113,EUR/CAD,2017-10-31,16,1.50205,1.50395,1.5009,1.50377,1.50214,1.504,1.50099,1.50386,13278
2114,EUR/CAD,2017-10-31,17,1.50377,1.50405,1.50188,1.50219,1.50386,1.50413,1.50193,1.50226,7525
2115,EUR/CAD,2017-10-31,18,1.50219,1.50342,1.50205,1.50246,1.50226,1.50345,1.50215,1.50255,7745
2116,EUR/CAD,2017-10-31,19,1.50246,1.50323,1.50166,1.50281,1.50255,1.50331,1.50171,1.50286,7763
2117,EUR/CAD,2017-10-31,20,1.50281,1.50288,1.50065,1.50079,1.50286,1.50296,1.50087,1.50121,4107
2118,EUR/CAD,2017-10-31,21,1.50079,1.50137,1.50016,1.50101,1.50121,1.50202,1.5005,1.50183,7755
2119,EUR/CAD,2017-10-31,22,1.50101,1.50252,1.50101,1.50245,1.50183,1.50276,1.50127,1.50276,1749
2120,EUR/CAD,2017-10-31,23,1.50245,1.50259,1.50186,1.50217,1.50276,1.50281,1.50199,1.50227,1581
2121,EUR/CAD,2017-11-01,0,1.50217,1.50255,1.50131,1.50135,1.50227,1.50261,1.5014,1.50147,4074
2122,EUR/CAD,2017-11-01,1,1.50135,1.50145,1.50078,1.5013,1.50147,1.50155,1.50084,1.50142,4035
2123,EUR/CAD,2017-11-01,2,1.5013,1.50144,1.50077,1.50085,1.50142,1.50156,1.50087,1.50097,3003
2124,EUR/CAD,2017-11-01,3,1.50085,1.50101,1.49988,1.50027,1.50097,1.5011,1.49996,1.50037,2713
2125,EUR/CAD,2017-11-01,4,1.50027,1.50064,1.50017,1.50057,1.50037,1.50074,1.50029,1.50069,2211
2126,EUR/CAD,2017-11-01,5,1.50057,1.50094,1.50033,1.50067,1.50069,1.50102,1.50045,1.50079,2704
2127,EUR/CAD,2017-11-01,6,1.50067,1.50185,1.50067,1.50174,1.50079,1.50193,1.50079,1.50185,5519
2128,EUR/CAD,2017-11-01,7,1.50174,1.50239,1.50126,1.50236,1.50185,1.50249,1.50135,1.50246,9685
2129,EUR/CAD,2017-11-01,8,1.50236,1.50263,1.4988,1.49956,1.50246,1.50271,1.49887,1.49964,10347
2130,EUR/CAD,2017-11-01,9,1.49956,1.49992,1.498,1.49847,1.49964,1.5,1.49809,1.49856,8529
2131,EUR/CAD,2017-11-01,10,1.49847,1.49926,1.49757,1.49866,1.49856,1.49931,1.49764,1.49873,7563
2132,EUR/CAD,2017-11-01,11,1.49866,1.49979,1.4984,1.4997,1.49873,1.49987,1.49846,1.49979,7549
2133,EUR/CAD,2017-11-01,12,1.4997,1.50075,1.49815,1.49894,1.49979,1.50137,1.49819,1.49902,15757
2134,EUR/CAD,2017-11-01,13,1.49894,1.4993,1.49681,1.49771,1.49902,1.49932,1.4969,1.49798,15099
2135,EUR/CAD,2017-11-01,14,1.49771,1.50047,1.49733,1.49901,1.49798,1.50048,1.49748,1.49911,21812
2136,EUR/CAD,2017-11-01,15,1.49901,1.49955,1.4975,1.49767,1.49911,1.49961,1.49757,1.4977,13301
2137,EUR/CAD,2017-11-01,16,1.49767,1.49828,1.49611,1.49713,1.4977,1.49837,1.49615,1.4972,12400
2138,EUR/CAD,2017-11-01,17,1.49713,1.49835,1.49661,1.49765,1.4972,1.49844,1.49668,1.49797,8246
2139,EUR/CAD,2017-11-01,18,1.49765,1.49842,1.49571,1.49626,1.49797,1.49897,1.4958,1.49635,19342
2140,EUR/CAD,2017-11-01,19,1.49626,1.49717,1.495,1.49503,1.49635,1.49726,1.4951,1.4951,9558
2141,EUR/CAD,2017-11-01,20,1.49503,1.49572,1.49375,1.49467,1.4951,1.49578,1.49383,1.49497,6945
2142,EUR/CAD,2017-11-01,21,1.49467,1.49527,1.49437,1.49463,1.49497,1.4957,1.49487,1.49533,5637
